Employee_ID,Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP1328,Marketing,40,9,2,Medium,No,Unsatisfied,2,Daily,Average
EMP1329,Software Engineer,60,8,1,High,Yes,Neutral,4,None,Poor
EMP1330,Marketing,44,2,5,Medium,No,Neutral,4,Daily,Average
EMP1331,Software Engineer,33,15,4,Low,No,Satisfied,4,None,Good
EMP1332,Data Scientist,50,7,5,Low,Yes,Unsatisfied,2,Daily,Good
EMP1333,Data Scientist,38,10,5,High,Yes,Unsatisfied,1,None,Good
EMP1334,Project Manager,51,14,3,Medium,Yes,Neutral,1,Daily,Poor
EMP1335,Designer,59,6,2,Low,No,Neutral,4,None,Good
EMP1336,Project Manager,54,0,4,Medium,Yes,Neutral,4,Daily,Average
EMP1337,Project Manager,34,8,3,High,Yes,Satisfied,3,Daily,Good
EMP1338,Designer,37,3,2,Low,No,Satisfied,5,Weekly,Good
EMP1339,Designer,24,5,3,High,Yes,Unsatisfied,4,None,Average
EMP1340,Project Manager,60,0,2,Medium,Yes,Satisfied,2,Weekly,Average
EMP1341,HR,34,5,2,Low,No,Unsatisfied,1,None,Average
EMP1342,HR,25,0,3,High,No,Satisfied,1,Weekly,Good
EMP1343,Software Engineer,41,13,3,Low,No,Neutral,3,Weekly,Average
EMP1344,Project Manager,54,15,2,High,No,Neutral,2,None,Average
EMP1345,Designer,39,2,1,Low,Yes,Unsatisfied,3,Weekly,Poor
EMP1346,Sales,52,15,2,High,No,Neutral,4,Daily,Good
EMP1347,Software Engineer,54,5,1,High,No,Satisfied,2,Weekly,Average
EMP1348,Project Manager,22,15,5,Medium,Yes,Satisfied,3,None,Poor
EMP1349,Marketing,43,11,4,Low,Yes,Satisfied,5,Daily,Good
EMP1350,HR,35,14,5,High,Yes,Neutral,1,None,Average
EMP1351,Software Engineer,26,0,1,Low,No,Satisfied,3,Weekly,Average
EMP1352,HR,32,13,4,Low,No,Unsatisfied,4,Weekly,Average
EMP1353,Project Manager,53,9,3,Medium,No,Unsatisfied,2,Daily,Average
EMP1354,Data Scientist,32,15,3,High,Yes,Unsatisfied,5,None,Average
EMP1355,Data Scientist,35,1,5,High,Yes,Unsatisfied,5,Daily,Average
EMP1356,Software Engineer,44,6,5,High,No,Neutral,3,Daily,Poor
EMP1357,Software Engineer,24,5,3,High,Yes,Unsatisfied,4,Weekly,Average
EMP1358,Sales,47,14,5,High,No,Neutral,1,None,Poor
EMP1359,Project Manager,32,1,5,Low,Yes,Unsatisfied,1,Weekly,Average
EMP1360,HR,32,0,2,Medium,No,Neutral,4,Daily,Good
EMP1361,HR,39,4,1,Low,No,Neutral,3,Daily,Good
EMP1362,Data Scientist,49,11,2,Medium,Yes,Satisfied,3,Daily,Good
EMP1363,HR,59,7,4,High,No,Neutral,1,None,Poor
EMP1364,HR,23,13,5,Medium,No,Unsatisfied,1,Weekly,Average
EMP1365,HR,34,0,1,Medium,Yes,Unsatisfied,2,Weekly,Poor
EMP1366,Marketing,49,4,4,High,No,Unsatisfied,1,Weekly,Good
EMP1367,Software Engineer,39,11,4,Medium,No,Unsatisfied,3,Daily,Average
EMP1368,Data Scientist,26,13,3,High,No,Unsatisfied,5,Weekly,Average
EMP1369,Marketing,50,7,1,Medium,No,Satisfied,1,Daily,Good
EMP1370,Sales,46,4,2,Medium,No,Satisfied,1,Daily,Poor
EMP1371,Data Scientist,46,6,5,Medium,No,Satisfied,4,Daily,Poor
EMP1372,Data Scientist,22,7,2,Low,Yes,Neutral,2,Weekly,Poor
EMP1373,Project Manager,56,13,5,Low,Yes,Unsatisfied,5,None,Poor
EMP1374,Designer,35,8,5,High,Yes,Satisfied,2,Daily,Average
EMP1375,Software Engineer,54,15,3,Low,Yes,Satisfied,4,Daily,Good
EMP1376,Data Scientist,51,5,5,Medium,No,Neutral,3,Daily,Poor
EMP1377,Sales,45,4,4,Medium,Yes,Neutral,5,Weekly,Good
EMP1378,Sales,42,4,2,High,No,Unsatisfied,5,Daily,Poor
EMP1379,Project Manager,55,9,3,Low,Yes,Satisfied,4,Daily,Good
EMP1380,Sales,21,5,1,High,No,Satisfied,3,Daily,Good
EMP1381,Designer,41,15,5,Low,No,Satisfied,4,Daily,Average
EMP1382,Marketing,49,13,5,High,Yes,Unsatisfied,2,Daily,Average
EMP1383,Designer,47,7,2,High,No,Neutral,2,None,Average
EMP1384,HR,29,8,2,High,No,Satisfied,3,None,Average
EMP1385,HR,20,5,3,Low,Yes,Neutral,4,None,Good
EMP1386,Sales,20,5,5,Medium,Yes,Neutral,3,Daily,Good
EMP1387,HR,25,15,3,Medium,No,Unsatisfied,1,None,Average
EMP1388,Data Scientist,23,10,5,High,Yes,Neutral,4,Weekly,Poor
EMP1389,HR,43,9,5,Low,No,Satisfied,2,None,Average
EMP1390,Designer,39,0,1,High,No,Neutral,4,None,Good
EMP1391,Sales,45,11,3,Low,No,Unsatisfied,4,Daily,Good
EMP1392,Sales,20,15,1,Medium,No,Neutral,2,Daily,Poor
EMP1393,Project Manager,58,10,3,High,Yes,Unsatisfied,3,None,Average
EMP1394,HR,45,0,5,High,No,Neutral,2,None,Poor
EMP1395,Marketing,32,5,4,Low,Yes,Neutral,1,Daily,Average
EMP1396,Data Scientist,45,15,4,High,No,Unsatisfied,2,Weekly,Average
EMP1397,Software Engineer,35,11,1,Medium,No,Unsatisfied,5,None,Poor
EMP1398,Sales,22,15,5,High,No,Unsatisfied,5,Daily,Average
EMP1399,Data Scientist,21,12,2,Low,No,Unsatisfied,2,Weekly,Average
EMP1400,HR,23,1,1,Low,Yes,Neutral,3,Weekly,Good
EMP1401,Designer,39,0,5,Medium,No,Unsatisfied,1,None,Good
EMP1402,Marketing,43,3,3,Low,Yes,Unsatisfied,5,None,Good
EMP1403,Software Engineer,32,13,4,High,Yes,Neutral,5,None,Good
EMP1404,Data Scientist,27,8,1,High,Yes,Neutral,5,Daily,Good
EMP1405,Marketing,45,3,4,Low,No,Satisfied,5,Weekly,Poor
EMP1406,Designer,26,12,3,Low,No,Satisfied,3,Daily,Poor
EMP1407,Sales,28,1,3,High,No,Neutral,1,Daily,Poor
EMP1408,HR,43,13,5,High,No,Satisfied,1,Daily,Poor
EMP1409,Marketing,28,12,2,High,Yes,Unsatisfied,1,None,Good
EMP1410,HR,37,0,3,High,Yes,Neutral,3,Daily,Poor
EMP1411,Designer,21,13,3,High,No,Satisfied,4,Weekly,Average
EMP1412,Sales,38,1,5,Low,No,Unsatisfied,1,Weekly,Poor
EMP1413,Software Engineer,28,5,3,High,Yes,Satisfied,4,Daily,Good
EMP1414,Data Scientist,33,0,2,Medium,No,Unsatisfied,3,None,Average
EMP1415,Marketing,25,4,4,High,Yes,Satisfied,3,None,Good
EMP1416,Marketing,44,9,1,Low,No,Neutral,2,None,Good
EMP1417,Marketing,49,15,5,Low,Yes,Satisfied,3,None,Average
EMP1418,Software Engineer,60,0,5,High,No,Satisfied,4,None,Average
EMP1419,Software Engineer,28,3,2,Low,Yes,Satisfied,4,None,Poor
EMP1420,Data Scientist,41,5,3,Medium,Yes,Neutral,2,None,Average
EMP1421,Software Engineer,51,13,1,Low,No,Satisfied,1,Weekly,Good
EMP1422,Data Scientist,52,9,5,Low,No,Unsatisfied,5,None,Good
EMP1423,Marketing,31,10,4,High,No,Unsatisfied,1,None,Average
EMP1424,Project Manager,51,3,4,Low,Yes,Neutral,4,None,Good
EMP1425,HR,36,9,4,Low,Yes,Neutral,3,Weekly,Average
EMP1426,Project Manager,59,10,3,High,Yes,Neutral,1,None,Good
EMP1427,Sales,43,7,3,High,No,Neutral,3,Weekly,Poor
EMP1428,Designer,54,13,3,Low,Yes,Neutral,1,None,Good
EMP1429,Project Manager,43,7,2,Medium,Yes,Unsatisfied,4,None,Good
EMP1430,Software Engineer,22,2,5,High,No,Satisfied,4,Weekly,Poor
EMP1431,Marketing,34,8,4,Low,No,Satisfied,5,Daily,Poor
EMP1432,Sales,23,5,3,High,No,Satisfied,4,None,Good
EMP1433,Project Manager,27,3,4,High,No,Unsatisfied,1,Daily,Average
EMP1434,Project Manager,45,1,1,Medium,Yes,Neutral,3,Weekly,Good
EMP1435,Marketing,42,7,2,Low,Yes,Neutral,4,None,Poor
EMP1436,Marketing,40,7,4,High,No,Satisfied,5,Daily,Average
EMP1437,Project Manager,46,6,4,Medium,No,Neutral,3,Weekly,Poor
EMP1438,Marketing,37,6,2,Low,Yes,Unsatisfied,2,None,Good
EMP1439,Marketing,36,9,4,Medium,No,Unsatisfied,2,Weekly,Good
EMP1440,Designer,35,6,2,Low,No,Unsatisfied,3,Daily,Good
EMP1441,Data Scientist,24,4,3,Medium,No,Satisfied,1,None,Average
EMP1442,HR,22,1,3,Medium,Yes,Satisfied,4,Daily,Poor
EMP1443,HR,37,8,1,Low,Yes,Satisfied,5,Daily,Average
EMP1444,Software Engineer,28,13,1,Low,No,Neutral,1,None,Good
EMP1445,Data Scientist,56,7,3,High,Yes,Neutral,5,Weekly,Poor
EMP1446,Designer,36,9,3,High,No,Satisfied,1,Daily,Average
EMP1447,Data Scientist,35,1,2,Medium,Yes,Satisfied,1,None,Average
EMP1448,Designer,41,10,1,Low,No,Unsatisfied,5,Weekly,Poor
EMP1449,Sales,40,13,1,Low,Yes,Unsatisfied,4,None,Average
EMP1450,Marketing,37,10,1,Medium,Yes,Satisfied,5,Daily,Good
EMP1451,Designer,27,12,3,Medium,No,Neutral,1,Daily,Poor
EMP1452,Project Manager,51,11,3,Low,Yes,Neutral,2,Weekly,Poor
EMP1453,Sales,35,4,1,High,No,Satisfied,5,None,Average
EMP1454,Marketing,46,7,5,Medium,No,Unsatisfied,1,None,Poor
EMP1455,Designer,50,7,2,Low,No,Unsatisfied,5,None,Good
EMP1456,Data Scientist,26,2,1,Low,Yes,Neutral,3,None,Good
EMP1457,Project Manager,38,14,5,Medium,No,Unsatisfied,4,None,Poor
EMP1458,Project Manager,57,2,4,Low,No,Satisfied,5,Weekly,Poor
EMP1459,Project Manager,26,15,4,Medium,No,Neutral,2,Daily,Good
EMP1460,Project Manager,41,11,1,Low,Yes,Satisfied,4,Weekly,Average
EMP1461,Project Manager,41,5,4,High,Yes,Satisfied,1,Weekly,Poor
EMP1462,Software Engineer,25,9,4,Medium,No,Satisfied,2,None,Good
EMP1463,Project Manager,56,10,4,Medium,No,Unsatisfied,3,Weekly,Poor
EMP1464,Software Engineer,43,8,2,Medium,No,Unsatisfied,3,None,Poor
EMP1465,HR,39,5,3,High,Yes,Satisfied,5,None,Poor
EMP1466,Designer,39,12,1,Medium,Yes,Unsatisfied,1,Weekly,Poor
EMP1467,Data Scientist,53,4,2,High,No,Neutral,3,Daily,Poor
EMP1468,Data Scientist,27,6,2,Medium,Yes,Neutral,2,Weekly,Average
EMP1469,Software Engineer,47,10,1,Low,No,Neutral,2,Daily,Poor
EMP1470,Marketing,29,14,4,High,Yes,Neutral,3,Daily,Good
EMP1471,Software Engineer,41,4,5,Low,No,Satisfied,5,Weekly,Good
EMP1472,Project Manager,22,7,1,Low,Yes,Neutral,5,Weekly,Poor
EMP1473,Marketing,41,13,5,Medium,Yes,Satisfied,2,Weekly,Average
EMP1474,Software Engineer,44,14,1,Medium,Yes,Unsatisfied,4,Daily,Average
EMP1475,Sales,57,14,3,Low,No,Neutral,5,Weekly,Average
EMP1476,HR,43,2,3,High,Yes,Neutral,3,Daily,Average
EMP1477,HR,43,11,2,Low,Yes,Satisfied,1,Weekly,Poor
EMP1478,Software Engineer,20,4,1,High,No,Unsatisfied,3,Daily,Poor
EMP1479,Marketing,55,11,3,Low,Yes,Unsatisfied,3,Daily,Poor
EMP1480,Project Manager,44,15,4,High,Yes,Unsatisfied,2,None,Average
EMP1481,Designer,37,15,3,Low,Yes,Neutral,4,Weekly,Poor
EMP1482,Marketing,59,5,2,High,No,Unsatisfied,1,Daily,Poor
EMP1483,Software Engineer,43,11,3,Low,Yes,Neutral,2,Weekly,Average
EMP1484,Project Manager,57,2,3,Medium,No,Unsatisfied,5,Weekly,Average
EMP1485,Project Manager,51,3,2,Low,No,Unsatisfied,5,Daily,Average
EMP1486,Data Scientist,39,12,3,High,Yes,Unsatisfied,1,Weekly,Poor
EMP1487,HR,56,5,3,Medium,No,Satisfied,1,Weekly,Average
EMP1488,Data Scientist,53,6,1,Medium,Yes,Satisfied,3,Daily,Average
EMP1489,Marketing,33,10,1,Medium,No,Satisfied,1,Weekly,Poor
EMP1490,HR,47,6,5,High,Yes,Satisfied,3,Daily,Good
EMP1491,Project Manager,42,2,3,Medium,Yes,Unsatisfied,5,None,Average
EMP1492,HR,32,15,5,High,Yes,Satisfied,4,Weekly,Average
EMP1493,Software Engineer,58,4,5,High,No,Neutral,3,Daily,Poor
EMP1494,Designer,46,5,1,Medium,No,Satisfied,1,None,Poor
EMP1495,Data Scientist,29,7,3,Medium,Yes,Satisfied,1,Daily,Poor
EMP1496,HR,39,6,1,Medium,Yes,Neutral,4,Weekly,Good
EMP1497,Designer,24,8,4,Low,Yes,Satisfied,5,None,Poor
EMP1498,HR,30,0,3,High,No,Satisfied,5,Weekly,Average
EMP1499,HR,37,8,2,High,Yes,Unsatisfied,3,None,Average
EMP1500,Software Engineer,32,13,4,Medium,No,Unsatisfied,5,None,Good
EMP1501,Software Engineer,49,12,4,High,No,Neutral,3,Weekly,Average
EMP1502,Software Engineer,24,7,5,Low,No,Neutral,2,Daily,Poor
EMP1503,Designer,20,9,2,Low,Yes,Satisfied,2,Daily,Good
EMP1504,Software Engineer,41,4,3,Low,No,Satisfied,5,Weekly,Poor
EMP1505,Software Engineer,27,0,5,High,Yes,Neutral,5,None,Poor
EMP1506,Designer,43,12,2,High,No,Satisfied,5,Daily,Average
EMP1507,HR,34,8,3,Medium,No,Unsatisfied,1,None,Average
EMP1508,Designer,20,8,5,Low,Yes,Satisfied,2,Daily,Poor
EMP1509,Software Engineer,49,11,3,Low,Yes,Unsatisfied,2,None,Good
EMP1510,Software Engineer,39,1,3,Low,Yes,Unsatisfied,2,Daily,Poor
EMP1511,Software Engineer,56,15,3,Medium,Yes,Unsatisfied,3,Daily,Average
EMP1512,Marketing,55,12,4,Low,No,Satisfied,3,Weekly,Average
EMP1513,Marketing,59,15,4,High,No,Neutral,4,Daily,Average
EMP1514,Designer,33,6,5,Low,Yes,Neutral,3,Weekly,Average
EMP1515,Data Scientist,42,13,3,Medium,Yes,Satisfied,2,None,Good
EMP1516,Data Scientist,22,4,1,Low,No,Unsatisfied,2,Daily,Good
EMP1517,Data Scientist,42,11,1,Low,No,Satisfied,1,Weekly,Good
EMP1518,Data Scientist,31,14,3,Low,No,Neutral,2,Weekly,Average
EMP1519,HR,40,9,3,High,No,Unsatisfied,5,Daily,Poor
EMP1520,Software Engineer,20,5,4,High,Yes,Satisfied,1,None,Good
EMP1521,Software Engineer,28,1,3,High,No,Neutral,4,Weekly,Poor
EMP1522,Data Scientist,35,13,1,Medium,Yes,Neutral,1,Daily,Good
EMP1523,Marketing,60,11,1,High,No,Neutral,3,Daily,Poor
EMP1524,Project Manager,58,7,3,High,No,Unsatisfied,4,None,Average
EMP1525,Data Scientist,28,0,3,High,No,Neutral,3,Daily,Average
EMP1526,Software Engineer,44,14,2,Low,No,Unsatisfied,1,Weekly,Poor
EMP1527,Project Manager,50,4,5,Medium,Yes,Neutral,4,None,Average
EMP1528,Designer,60,1,4,Medium,Yes,Neutral,3,Weekly,Poor
EMP1529,Project Manager,53,5,5,High,No,Unsatisfied,3,Weekly,Good
EMP1530,Software Engineer,36,7,4,Low,Yes,Satisfied,2,Weekly,Average
EMP1531,HR,24,0,3,High,Yes,Neutral,3,None,Average
EMP1532,HR,25,0,3,High,Yes,Unsatisfied,3,Daily,Average
EMP1533,Designer,47,8,5,Medium,No,Neutral,2,Weekly,Average
EMP1534,Marketing,50,10,4,Low,Yes,Neutral,1,Weekly,Good
EMP1535,Project Manager,40,11,5,High,Yes,Neutral,5,Daily,Poor
EMP1536,Software Engineer,39,11,1,Low,No,Neutral,4,None,Good
EMP1537,Project Manager,54,12,4,High,Yes,Neutral,3,None,Poor
EMP1538,Software Engineer,44,9,3,High,Yes,Neutral,4,Weekly,Good
EMP1539,Data Scientist,33,3,2,High,Yes,Neutral,5,None,Good
EMP1540,Sales,25,8,5,High,Yes,Neutral,3,Daily,Poor
EMP1541,Software Engineer,33,8,2,High,No,Unsatisfied,4,Daily,Poor
EMP1542,HR,31,7,3,Low,Yes,Unsatisfied,4,None,Poor
EMP1543,Designer,36,1,3,Low,Yes,Satisfied,1,Weekly,Average
EMP1544,Sales,35,9,2,Medium,No,Satisfied,5,Daily,Good
EMP1545,Project Manager,24,12,2,Low,Yes,Satisfied,2,Daily,Poor
EMP1546,Project Manager,50,7,3,High,Yes,Unsatisfied,5,Weekly,Poor
EMP1547,Sales,30,11,3,High,No,Satisfied,5,Daily,Average
EMP1548,Marketing,38,3,3,High,No,Satisfied,4,None,Poor
EMP1549,Designer,40,5,1,Low,No,Unsatisfied,5,Weekly,Poor
EMP1550,Project Manager,40,9,3,Medium,Yes,Unsatisfied,1,Weekly,Average
EMP1551,Data Scientist,29,2,5,High,No,Neutral,2,None,Poor
EMP1552,Sales,42,11,1,High,Yes,Satisfied,4,Weekly,Average
EMP1553,Sales,50,3,4,Low,Yes,Neutral,2,None,Good
EMP1554,Software Engineer,23,13,4,Low,No,Unsatisfied,3,Daily,Average
EMP1555,Data Scientist,31,10,3,High,No,Neutral,1,Daily,Poor
EMP1556,Sales,44,9,4,Low,Yes,Neutral,5,Daily,Poor
EMP1557,Data Scientist,27,6,4,Low,No,Satisfied,2,Daily,Average
EMP1558,Software Engineer,59,15,3,Medium,Yes,Satisfied,3,Daily,Poor
EMP1559,Software Engineer,36,4,3,Medium,Yes,Unsatisfied,1,Daily,Good
EMP1560,Data Scientist,26,8,4,Medium,No,Unsatisfied,4,Daily,Poor
EMP1561,Designer,32,9,3,Low,Yes,Satisfied,1,Weekly,Average
EMP1562,Marketing,23,11,4,Low,Yes,Satisfied,3,None,Poor
EMP1563,Marketing,30,9,3,Low,Yes,Satisfied,5,None,Average
EMP1564,Data Scientist,24,0,5,Medium,No,Unsatisfied,4,Daily,Good
EMP1565,HR,37,6,5,Low,No,Satisfied,4,None,Poor
EMP1566,Data Scientist,41,15,1,High,No,Unsatisfied,2,None,Poor
EMP1567,Marketing,42,9,2,Medium,Yes,Unsatisfied,5,Daily,Good
EMP1568,Project Manager,34,9,3,Medium,No,Neutral,5,Daily,Average
EMP1569,Sales,54,8,2,Low,No,Neutral,5,Daily,Good
EMP1570,Sales,29,8,2,Medium,Yes,Satisfied,3,Daily,Good
EMP1571,HR,58,14,1,High,Yes,Unsatisfied,2,Daily,Poor
EMP1572,Designer,57,6,5,High,Yes,Neutral,1,Daily,Average
EMP1573,Sales,39,3,3,Low,No,Unsatisfied,4,Weekly,Good
EMP1574,Data Scientist,50,5,1,Low,No,Neutral,3,Weekly,Poor
EMP1575,Designer,42,4,4,Medium,Yes,Neutral,5,Daily,Good
EMP1576,Marketing,35,2,1,Low,Yes,Unsatisfied,4,Daily,Average
EMP1577,Designer,54,10,5,Low,Yes,Satisfied,5,Daily,Good
EMP1578,Data Scientist,36,8,2,High,No,Neutral,3,None,Poor
EMP1579,Project Manager,26,12,4,High,Yes,Satisfied,5,None,Good
EMP1580,Data Scientist,55,14,4,Medium,Yes,Neutral,4,Daily,Good
EMP1581,HR,23,8,1,High,No,Satisfied,3,Daily,Average
EMP1582,Sales,43,10,2,High,No,Neutral,1,Daily,Average
EMP1583,Software Engineer,44,13,3,Medium,Yes,Satisfied,5,Daily,Poor
EMP1584,Software Engineer,36,9,5,Low,No,Satisfied,2,None,Average
EMP1585,Marketing,59,15,1,Medium,No,Unsatisfied,4,None,Average
EMP1586,Designer,24,2,2,Medium,Yes,Unsatisfied,5,Weekly,Poor
EMP1587,HR,40,6,2,High,Yes,Unsatisfied,5,None,Poor
EMP1588,HR,30,0,1,High,Yes,Unsatisfied,3,None,Poor
EMP1589,Sales,51,9,1,High,Yes,Neutral,5,Weekly,Average
EMP1590,HR,37,10,5,High,No,Satisfied,4,Weekly,Poor
EMP1591,Project Manager,54,11,4,Low,No,Unsatisfied,5,Weekly,Average
EMP1592,Designer,27,4,1,High,No,Neutral,4,None,Average
EMP1593,Software Engineer,35,13,1,Medium,Yes,Satisfied,3,None,Good
EMP1594,HR,58,15,1,Medium,No,Neutral,5,Weekly,Average
EMP1595,Data Scientist,22,0,1,High,No,Neutral,3,Weekly,Poor
EMP1596,Project Manager,59,9,5,Medium,No,Unsatisfied,3,Daily,Good
EMP1597,Marketing,22,8,3,Low,Yes,Neutral,3,Weekly,Poor
EMP1598,Marketing,43,12,2,High,Yes,Neutral,2,None,Average
EMP1599,Sales,57,0,5,High,Yes,Neutral,5,None,Average
EMP1600,Project Manager,56,1,4,Low,No,Satisfied,5,None,Good
EMP1601,Sales,45,4,5,Medium,No,Neutral,3,None,Poor
EMP1602,Marketing,40,6,3,High,No,Satisfied,3,None,Poor
EMP1603,HR,56,11,1,Low,Yes,Neutral,4,None,Average
EMP1604,Software Engineer,45,7,1,Medium,Yes,Unsatisfied,3,None,Poor
EMP1605,Sales,35,12,5,Low,No,Satisfied,1,None,Average
EMP1606,Marketing,47,9,3,High,No,Neutral,4,None,Average
EMP1607,HR,59,7,1,High,Yes,Satisfied,4,Weekly,Poor
EMP1608,Project Manager,27,0,2,Low,Yes,Neutral,3,None,Average
EMP1609,Designer,22,2,5,High,No,Neutral,5,None,Poor
EMP1610,Data Scientist,23,13,3,Medium,No,Neutral,4,None,Poor
EMP1611,Project Manager,60,5,4,Medium,No,Neutral,3,None,Poor
EMP1612,HR,40,14,5,High,No,Unsatisfied,2,Daily,Average
EMP1613,Software Engineer,60,1,2,Medium,No,Satisfied,4,Daily,Good
EMP1614,HR,41,5,3,Low,No,Satisfied,1,Weekly,Good
EMP1615,Designer,41,7,4,High,Yes,Satisfied,4,None,Average
EMP1616,Project Manager,26,13,5,Low,Yes,Unsatisfied,5,Daily,Good
EMP1617,HR,50,2,1,High,No,Satisfied,5,Weekly,Good
EMP1618,Designer,26,2,4,High,Yes,Unsatisfied,3,None,Good
EMP1619,HR,29,12,5,Low,No,Satisfied,5,Daily,Average
EMP1620,Designer,28,4,1,Medium,Yes,Satisfied,4,Daily,Good
EMP1621,Sales,22,8,3,High,Yes,Neutral,5,Weekly,Good
EMP1622,Data Scientist,52,12,5,Low,Yes,Unsatisfied,4,Weekly,Poor
EMP1623,HR,51,0,2,High,No,Neutral,3,Weekly,Good
EMP1624,Project Manager,24,2,2,High,Yes,Neutral,4,None,Poor
EMP1625,Project Manager,41,6,2,Low,No,Unsatisfied,4,Weekly,Good
EMP1626,Software Engineer,37,11,4,Medium,Yes,Unsatisfied,3,None,Good
EMP1627,Designer,53,1,4,Medium,No,Unsatisfied,5,None,Poor
EMP1628,Designer,29,6,4,Medium,Yes,Neutral,2,None,Average
EMP1629,HR,49,9,2,High,Yes,Satisfied,5,Weekly,Good
EMP1630,Data Scientist,54,15,5,Low,Yes,Unsatisfied,3,None,Good
EMP1631,Project Manager,21,1,4,Low,No,Neutral,5,None,Good
EMP1632,Sales,20,2,3,High,Yes,Satisfied,2,None,Poor
EMP1633,Data Scientist,25,2,4,Medium,No,Neutral,2,None,Good
EMP1634,Marketing,24,2,5,Low,Yes,Unsatisfied,3,None,Good
EMP1635,Software Engineer,51,2,4,Low,Yes,Satisfied,4,None,Good
EMP1636,Marketing,59,11,3,Low,Yes,Unsatisfied,3,Weekly,Poor
EMP1637,HR,21,5,3,Medium,No,Unsatisfied,4,Weekly,Good
EMP1638,Designer,34,3,3,Low,Yes,Unsatisfied,3,Weekly,Good
EMP1639,Project Manager,46,9,4,Medium,No,Satisfied,3,Daily,Poor
EMP1640,Software Engineer,32,4,3,Medium,No,Unsatisfied,3,Daily,Average
EMP1641,HR,25,12,3,Medium,Yes,Satisfied,2,None,Average
EMP1642,Data Scientist,51,10,1,High,Yes,Neutral,1,Daily,Good
EMP1643,HR,31,6,1,High,Yes,Neutral,4,Weekly,Poor
EMP1644,Sales,41,11,5,High,Yes,Satisfied,5,Daily,Poor
EMP1645,Designer,54,8,3,Low,Yes,Satisfied,5,Daily,Average
EMP1646,Project Manager,53,5,1,High,Yes,Neutral,1,Daily,Poor
EMP1647,Software Engineer,60,15,1,Low,No,Neutral,4,Weekly,Good
EMP1648,Software Engineer,47,13,5,Low,No,Neutral,3,Weekly,Poor
EMP1649,Designer,55,9,3,Medium,Yes,Unsatisfied,2,Daily,Average
EMP1650,Data Scientist,37,3,2,Low,Yes,Neutral,3,None,Good
EMP1651,Marketing,42,14,1,High,Yes,Unsatisfied,4,None,Average
EMP1652,HR,40,3,1,Low,Yes,Neutral,3,Weekly,Average
EMP1653,Marketing,21,6,4,Low,No,Neutral,1,Daily,Good
EMP1654,Software Engineer,38,8,5,Low,Yes,Neutral,3,Daily,Good
EMP1655,HR,20,0,3,High,No,Neutral,2,Daily,Good
EMP1656,Data Scientist,44,6,3,High,No,Satisfied,4,Weekly,Average
EMP1657,Software Engineer,24,9,4,Medium,Yes,Neutral,5,Daily,Average
EMP1658,Designer,48,14,1,Medium,Yes,Neutral,2,Weekly,Good
EMP1659,HR,60,6,3,Low,No,Unsatisfied,5,Weekly,Poor
EMP1660,Software Engineer,26,3,3,Low,No,Unsatisfied,3,None,Good
EMP1661,Project Manager,24,13,3,High,No,Neutral,3,Daily,Average
EMP1662,Designer,41,14,3,Low,No,Satisfied,3,Weekly,Average
EMP1663,HR,27,6,2,Medium,No,Satisfied,5,Daily,Good
EMP1664,Designer,38,4,4,Low,Yes,Unsatisfied,1,Daily,Good
EMP1665,Project Manager,41,14,4,Low,Yes,Satisfied,3,Daily,Average
EMP1666,Designer,20,9,4,High,Yes,Neutral,2,Daily,Good
EMP1667,Software Engineer,22,4,3,Medium,Yes,Neutral,2,Weekly,Poor
EMP1668,Designer,22,1,1,Medium,Yes,Neutral,1,Weekly,Good
EMP1669,Data Scientist,24,11,5,Medium,Yes,Neutral,4,None,Good
EMP1670,Data Scientist,50,2,3,Low,Yes,Neutral,2,Weekly,Poor
EMP1671,HR,25,2,3,Low,No,Satisfied,5,Daily,Good
EMP1672,Sales,35,7,5,High,No,Satisfied,2,Daily,Average
EMP1673,Project Manager,40,8,4,High,Yes,Unsatisfied,2,Daily,Poor
EMP1674,Marketing,50,10,4,High,No,Unsatisfied,1,Weekly,Average
EMP1675,Data Scientist,51,15,4,High,Yes,Satisfied,3,Daily,Poor
EMP1676,Data Scientist,52,2,2,Low,Yes,Satisfied,4,Weekly,Average
EMP1677,Sales,42,14,4,Medium,No,Unsatisfied,4,None,Average
EMP1678,Software Engineer,23,15,1,High,Yes,Unsatisfied,4,Daily,Average
EMP1679,Project Manager,26,12,5,Medium,No,Unsatisfied,2,Weekly,Good
EMP1680,Designer,44,15,1,High,Yes,Satisfied,5,None,Poor
EMP1681,Sales,44,7,4,High,No,Satisfied,4,None,Poor
EMP1682,Project Manager,56,11,5,Low,Yes,Unsatisfied,1,Weekly,Average
EMP1683,Sales,21,3,2,Low,Yes,Neutral,3,Daily,Average
EMP1684,Software Engineer,29,4,5,Low,No,Satisfied,4,Weekly,Good
EMP1685,Software Engineer,23,9,3,High,Yes,Neutral,1,Daily,Poor
EMP1686,Software Engineer,34,4,5,Medium,Yes,Satisfied,4,Daily,Good
EMP1687,Sales,55,7,1,High,No,Unsatisfied,2,Weekly,Average
EMP1688,Sales,51,12,2,Medium,No,Satisfied,1,Daily,Average
